date,market cap,btc cap,alt cap,eth cap,btc share,alt share,eth share
2017-02-02,18298537274.0,15977799680.0,2320737594.0,949793024.0,87.3173600750182,12.682639924981798,5.190540696110943
2017-02-03,18663457373.0,16326099968.0,2337357405.0,956944000.0,87.47628931614031,12.52371068385969,5.127367244315564
2017-02-06,19014305924.0,16605400064.0,2408905860.0,1005929984.0,87.33108707923195,12.668912920768047,5.290384976557612
2017-02-07,19230957889.0,16796600320.0,2434357569.0,1012620032.0,87.34146482431622,12.65853517568378,5.265572509933127
2017-02-08,19607294006.0,17156700160.0,2450593846.0,1023169984.0,87.5016213596323,12.498378640367697,5.2183130608787796
2017-02-09,19625120846.0,17197099008.0,2428021838.0,1014280000.0,87.6279903851146,12.372009614885405,5.1682739075042745
2017-02-10,18401733136.0,16083600384.0,2318132752.0,979961024.0,87.40263900760004,12.59736099239995,5.325373521925854
2017-02-13,18488676070.0,16141500416.0,2347175654.0,1011080000.0,87.30479324147736,12.695206758522652,5.468644678353111
2017-02-14,18350158989.0,16028000256.0,2322158733.0,1002809984.0,87.34529365989681,12.654706340103198,5.464857196066444
2017-02-15,18773496677.0,16264099840.0,2509396837.0,1159000064.0,86.63330076344093,13.366699236559063,6.173597193643352
2017-02-16,18808163518.0,16289099776.0,2519063742.0,1148860032.0,86.60654061419034,13.393459385809663,6.108305209599571
2017-02-17,19086757435.0,16589599744.0,2497157691.0,1147260032.0,86.91680501780317,13.083194982196828,6.010764457540768
2017-02-21,19884628112.0,17456900096.0,2427728016.0,1099330048.0,87.79093075150392,12.209069248496087,5.528542157328931
2017-02-22,20478120178.0,18033399808.0,2444720370.0,1130460032.0,88.06179303202642,11.938206967973581,5.520331076162317
2017-02-23,20523265709.0,18075199488.0,2448066221.0,1122909952.0,88.07175107650409,11.928248923495921,5.471399961009003
2017-02-24,21516805733.0,18974400512.0,2542405221.0,1171110016.0,88.18409548076761,11.815904519232385,5.4427689245894255
2017-02-27,21493336078.0,18837299200.0,2656036878.0,1294770048.0,87.64250989999339,12.357490100006615,6.024053424285734
2017-02-28,21857182112.0,19113598976.0,2743583136.0,1379600000.0,87.44768139853801,12.552318601461995,6.311884088857794
2017-03-01,21914381283.0,19104800768.0,2809580515.0,1415510016.0,87.17928433060749,12.820715669392508,6.459274381148404
2017-03-02,22869749001.0,19829800960.0,3039948041.0,1550749952.0,86.70755835200869,13.292441647991307,6.780791306158157
2017-03-03,23501972874.0,20253700096.0,3248272778.0,1702140032.0,86.17872297183385,13.821277028166143,7.242541045918152
2017-03-06,23862100789.0,20531900416.0,3330200373.0,1725360000.0,86.04397658677578,13.956023413224214,7.2305452703282524
2017-03-07,24034586453.0,20627099648.0,3407486805.0,1752530048.0,85.82256943898996,14.177430561010034,7.291700447715625
2017-03-08,23129853605.0,19819800576.0,3310053029.0,1690759936.0,85.6892607902868,14.310739209713214,7.309860083310285
2017-03-09,21652502226.0,18640900096.0,3011602130.0,1490499968.0,86.09120507844256,13.90879492155744,6.8837308152322
2017-03-10,22472617424.0,19275300864.0,3197316560.0,1589639936.0,85.77238912728798,14.22761087271202,7.073675068674101
2017-03-13,23806238578.0,19807700992.0,3998537586.0,2108300032.0,83.20382460715504,16.79617539284496,8.856082094163074
2017-03-14,24528945529.0,19978199040.0,4550746489.0,2563699968.0,81.44744345565219,18.552556544347816,10.451733300027094
2017-03-15,24768799932.0,20110399488.0,4658400444.0,2571160064.0,81.1924660993301,18.80753390066989,10.38064044709003
2017-03-16,25675246779.0,20293699584.0,5381547195.0,3174749952.0,79.03993974694096,20.960060253059037,12.365022152763316
2017-03-17,25520125971.0,19141799936.0,6378326035.0,4125479936.0,75.00668279518659,24.99331720481342,16.165593934324708
2017-03-20,23324778864.0,16829800448.0,6494978416.0,4031269888.0,72.15416937553694,27.845830624463062,17.283207320014316
2017-03-21,23459710785.0,17125600256.0,6334110529.0,3913619968.0,73.00004852127165,26.99995147872834,16.68230270981152
2017-03-22,24525568900.0,18187100160.0,6338468740.0,3880120064.0,74.15567090066563,25.844329099334367,15.820713802076167
2017-03-23,23391061758.0,17043399680.0,6347662078.0,3831310080.0,72.86287324760266,27.137126752397332,16.379376531249804
2017-03-24,23424968826.0,16856999936.0,6567968890.0,3929230080.0,71.96167500248694,28.038324997513065,16.773683282937146
2017-03-27,22974628211.0,15784999936.0,7189628275.0,4624990208.0,68.70622580278499,31.29377419721502,20.13085985776956
2017-03-28,23948274698.0,16964500480.0,6983774218.0,4482160128.0,70.83809040079518,29.161909599204815,18.7160043239955
2017-03-29,24177601122.0,16990900224.0,7186700898.0,4561149952.0,70.2753765283166,29.724623471683397,18.865188192097595
2017-03-30,24363299637.0,16929800192.0,7433499445.0,4793280000.0,69.48894626033778,30.51105373966222,19.67418236206623
2017-03-31,24263285436.0,16679000064.0,7584285372.0,4671190016.0,68.74172134682543,31.25827865317456,19.25209192432467
2017-04-03,26972067575.0,17924599808.0,9047467767.0,4411030016.0,66.45615786834983,33.54384213165015,16.354067050048908
2017-04-04,26286255080.0,18619000832.0,7667254248.0,3969730048.0,70.83169806933182,29.16830193066817,15.101923175889686
2017-04-05,26379118035.0,18435700736.0,7943417299.0,4037939968.0,69.88747960238618,30.112520397613817,15.30733500127803
2017-04-06,26419260674.0,18302599168.0,8116661506.0,4089929984.0,69.27748430905997,30.722515690940032,15.480864640640851
2017-04-07,26841654920.0,19168499712.0,7673155208.0,3878210048.0,71.41325588578873,28.58674411421127,14.44847592131998
2017-04-10,27070190907.0,19311200256.0,7758990651.0,3919520000.0,71.3375104089361,28.662489591063895,14.47909995709141
2017-04-11,27094264789.0,19316000768.0,7778264021.0,3941100032.0,71.29184319421763,28.70815680578237,14.54588291172251
2017-04-12,27345271347.0,19600799744.0,7744471603.0,3938929920.0,71.6789367173362,28.321063282663793,14.404427990553229
2017-04-13,27822763232.0,19541299200.0,8281464032.0,4198419968.0,70.23493330642594,29.765066693574056,15.089874190394001
2017-04-17,27997620819.0,19260499968.0,8737120851.0,4417310208.0,68.7933453078601,31.206654692139896,15.777448507347042
2017-04-18,28184880946.0,19433799680.0,8751081266.0,4387859968.0,68.95115050240453,31.04884949759546,15.568133767911924
2017-04-19,28765420476.0,19734800384.0,9030620092.0,4608260096.0,68.60598613695022,31.39401386304978,16.02013813719439
2017-04-20,28438331197.0,19719899136.0,8718432061.0,4373799936.0,69.34267344801259,30.657326551987406,15.379945840357182
2017-04-21,28806067670.0,20020699136.0,8785368534.0,4512609792.0,69.50167362430555,30.498326375694447,15.665483549146991
2017-04-24,28721307958.0,19705399296.0,9015908662.0,4446470144.0,68.60898996945326,31.391010030546745,15.481433333405992
2017-04-25,29705026841.0,20372299776.0,9332727065.0,4557870080.0,68.5819941690185,31.4180058309815,15.343766913245322
2017-04-26,30035721417.0,20627900416.0,9407821001.0,4544370176.0,68.67789233231055,31.32210766768945,15.129885222027395
2017-04-27,30767382232.0,20889200640.0,9878181592.0,4809630208.0,67.89398097792643,32.10601902207355,15.632237321112369
2017-04-28,32381343487.0,21475999744.0,10905343743.0,5669550080.0,66.32213932884495,33.677860671155045,17.508693184012362
2017-05-01,35676656108.0,21981800448.0,13694855660.0,7234070016.0,61.61395950746316,38.38604049253684,20.27676022691448
2017-05-02,36722763569.0,23170199552.0,13552564017.0,6992979968.0,63.09492342117581,36.905076578824186,19.042629934047817
2017-05-03,37233433941.0,23707099136.0,13526334805.0,7050050048.0,63.671535570869466,36.328464429130534,18.93472962813876
2017-05-04,38768130756.0,24311900160.0,14456230596.0,7277479936.0,62.71104560860814,37.28895439139186,18.771810231974342
2017-05-05,42368320884.0,25133099008.0,17235221876.0,8833519616.0,59.320498154297354,40.679501845702646,20.84935024964819
2017-05-08,46960883375.0,26056499200.0,20904384175.0,8569059840.0,55.485538872702264,44.514461127297736,18.247228808651002
2017-05-09,51246847040.0,28132200448.0,23114646592.0,8341490176.0,54.895475669052985,45.104524330947015,16.27707977719911
2017-05-10,49914726537.0,28668100608.0,21246625929.0,8337180160.0,57.43415339909629,42.56584660090372,16.702846511279485
2017-05-11,51248454082.0,29060599808.0,22187854274.0,8213570048.0,56.70531985511531,43.29468014488469,16.026961583773613
2017-05-12,52154016168.0,30131099648.0,22022916520.0,8184929792.0,57.773306567495865,42.22669343250413,15.69376702579236
2017-05-15,53401610392.0,29532600320.0,23869010072.0,8316930048.0,55.30282720542118,44.69717279457882,15.574305694058141
